일시,지역명,방문자수,검색건수,관외 이동량,숙박업소 개수
9,충청남도 논산시,3557512,79407,353833,58
9,충청남도 계룡시,1187859,23812,94361,17
9,충청남도 당진시,5408502,180290,479907,51
9,충청남도 금산군,2103020,35152,236046,31
9,충청남도 부여군,2508225,79656,211997,25
9,충청남도 서천군,2251264,91447,222113,35
9,충청남도 청양군,931573,19848,109212,19
9,충청남도 홍성군,2743674,76956,261235,33
9,충청남도 예산군,2823946,140830,318505,46
9,충청남도 태안군,3421366,303698,345570,819
10,충청남도 천안시 동남구,8151534,276641,845406,77
10,충청남도 천안시 서북구,7106323,253198,975012,93
10,충청남도 공주시,3967838,189765,495987,136
10,충청남도 보령시,4178538,199877,315983,293
10,충청남도 아산시,9115527,354022,843640,88
10,충청남도 서산시,5047443,142745,309501,115
10,충청남도 논산시,3726716,87029,298826,59
10,충청남도 계룡시,1355663,30993,102480,17
10,충청남도 당진시,5872287,187508,415244,53
10,충청남도 금산군,2338431,45054,221731,32
10,충청남도 부여군,2577457,98276,174184,25
10,충청남도 서천군,2233072,81866,178876,36
10,충청남도 청양군,935789,18312,85805,19
10,충청남도 홍성군,2893414,74312,218859,33
10,충청남도 예산군,3036886,156416,286486,46
10,충청남도 태안군,3658235,315359,326629,813
11,충청남도 천안시 동남구,7823869,242055,1057692,78
11,충청남도 천안시 서북구,7001046,248086,1214332,96
11,충청남도 공주시,3407673,122289,522755,135
11,충청남도 보령시,3581655,128519,299259,293
11,충청남도 아산시,8595734,311947,1058354,91
11,충청남도 서산시,4641754,107283,348697,117
11,충청남도 논산시,3446403,65125,343935,59
11,충청남도 계룡시,1158799,22761,108932,17
11,충청남도 당진시,5290191,132858,464419,53
11,충청남도 금산군,1991958,24523,223770,32
11,충청남도 부여군,2259676,55515,179099,25
11,충청남도 서천군,1887917,45326,175256,37
11,충청남도 청양군,787366,11905,99021,20
11,충청남도 홍성군,2750380,52986,252759,33
11,충청남도 예산군,2712018,103806,318120,48
11,충청남도 태안군,2769178,146968,246558,808
12,충청남도 천안시 동남구,7643145,236508,783584,79
12,충청남도 천안시 서북구,7034276,282955,957363,96
12,충청남도 공주시,3181870,99691,350433,135
12,충청남도 보령시,3662058,135118,222207,296
12,충청남도 아산시,8585578,299305,769090,91
12,충청남도 서산시,4550701,97924,249608,117
12,충청남도 논산시,3374364,60868,250201,59
12,충청남도 계룡시,1208471,21361,84983,17
12,충청남도 당진시,5197057,125727,292097,54
12,충청남도 금산군,1809290,17249,144677,33
12,충청남도 부여군,2158298,42449,114060,25
12,충청남도 서천군,1841777,37911,121533,36
12,충청남도 청양군,762430,14656,68570,20
12,충청남도 홍성군,2580346,46288,177140,33
12,충청남도 예산군,2621335,104285,227725,47
12,충청남도 태안군,2626910,123051,160857,811
1,충청북도 청주시 상당구,5395737,86914,526147,64
1,충청북도 청주시 서원구,5483231,65174,511490,15
1,충청북도 청주시 흥덕구,7056830,204530,851890,85
1,충청북도 청주시 청원구,5136171,119326,500541,44
1,충청북도 충주시,6549776,108862,318217,116
1,충청북도 제천시,2990255,81117,244669,119
1,충청북도 보은군,951502,11287,81343,36
1,충청북도 옥천군,1867395,16889,132872,16
1,충청북도 영동군,1442983,10743,87658,12
1,충청북도 증평군,1217285,16655,81389,6
1,충청북도 진천군,2267421,36105,216619,38
1,충청북도 괴산군,1215631,14254,133919,65
1,충청북도 음성군,3410619,36462,277114,29
1,충청북도 단양군,1105297,45133,101135,171
2,충청북도 청주시 상당구,5017977,92754,506611,64
2,충청북도 청주시 서원구,5047356,67445,511483,16
2,충청북도 청주시 흥덕구,6699986,207584,857847,86
2,충청북도 청주시 청원구,4789608,123315,513095,47
2,충청북도 충주시,6009826,135467,288705,115
2,충청북도 제천시,2754773,92955,218680,122
2,충청북도 보은군,866978,15346,74526,34
2,충청북도 옥천군,1656044,17092,125840,16
2,충청북도 영동군,1282766,10621,71414,12
2,충청북도 증평군,1134833,19446,81317,6
2,충청북도 진천군,2169639,46413,225039,37
2,충청북도 괴산군,1062913,15325,108730,64
2,충청북도 음성군,3157265,48109,276498,28
2,충청북도 단양군,982532,62972,100744,173
3,충청북도 청주시 상당구,6016481,118516,557370,65
3,충청북도 청주시 서원구,6104000,76924,606339,16
3,충청북도 청주시 흥덕구,7620710,228742,899390,85
3,충청북도 청주시 청원구,5629397,140211,575398,49
3,충청북도 충주시,7212117,179171,358493,116
3,충청북도 제천시,3323909,103525,277112,118
3,충청북도 보은군,1065669,21955,92392,34
3,충청북도 옥천군,2050568,30323,158102,15
3,충청북도 영동군,1545176,15038,85140,12
3,충청북도 증평군,1349519,24306,90316,6
3,충청북도 진천군,2556364,71404,251445,37
3,충청북도 괴산군,1371964,20229,138368,64
3,충청북도 음성군,3703143,70538,303236,28
3,충청북도 단양군,1124903,58394,105851,173
4,충청북도 청주시 상당구,5652354,126322,527827,78
4,충청북도 청주시 서원구,5420830,76570,545971,16
4,충청북도 청주시 흥덕구,7026605,236026,858408,87
4,충청북도 청주시 청원구,5075974,147083,541865,49
4,충청북도 충주시,6854466,202450,321733,126
4,충청북도 제천시,3282097,129861,262282,125
4,충청북도 보은군,1100345,27807,95863,37
4,충청북도 옥천군,2079581,37757,165447,15
4,충청북도 영동군,1539548,16372,87778,12
4,충청북도 증평군,1302194,27090,89787,6
4,충청북도 진천군,2419413,82922,254588,38
4,충청북도 괴산군,1386005,26522,144387,74
4,충청북도 음성군,3579941,72225,304646,28
4,충청북도 단양군,1298058,92882,128574,188
5,충청북도 청주시 상당구,5946275,125127,554931,80
5,충청북도 청주시 서원구,5932316,80966,555598,16
5,충청북도 청주시 흥덕구,7592980,241647,872751,87
5,충청북도 청주시 청원구,5613421,153982,558118,47
5,충청북도 충주시,7467618,210382,357594,130
5,충청북도 제천시,3577791,133723,289373,127
5,충청북도 보은군,1184338,30123,105924,38
5,충청북도 옥천군,2163432,34674,173388,15
5,충청북도 영동군,1648646,18957,99769,12
5,충청북도 증평군,1388821,29203,92801,6
5,충청북도 진천군,2551282,84387,260404,39
5,충청북도 괴산군,1536345,29203,158593,74
5,충청북도 음성군,3975691,78947,317368,29
5,충청북도 단양군,1440243,101057,150693,189
6,충청북도 청주시 상당구,5472654,121741,677950,81
6,충청북도 청주시 서원구,4811071,75926,673260,16
6,충청북도 청주시 흥덕구,6883414,235101,1074478,88
6,충청북도 청주시 청원구,4581603,154144,675771,46
6,충청북도 충주시,7006187,209222,435679,130
6,충청북도 제천시,3367142,133969,348600,130
6,충청북도 보은군,1080411,27769,121862,39
6,충청북도 옥천군,1965542,30168,205837,15
6,충청북도 영동군,1547611,19248,119391,12
6,충청북도 증평군,1338489,27867,114414,6
6,충청북도 진천군,2757772,80352,319700,41
6,충청북도 괴산군,1505127,34975,206589,74
6,충청북도 음성군,3685953,79262,393413,29
6,충청북도 단양군,1374216,106414,185877,189
7,충청북도 청주시 상당구,5444386,109820,538361,78
7,충청북도 청주시 서원구,4828489,77748,544776,16
7,충청북도 청주시 흥덕구,7019373,239236,885050,87
7,충청북도 청주시 청원구,4575636,151171,537959,47
7,충청북도 충주시,6994053,191220,345945,131
7,충청북도 제천시,3453640,134615,281846,134
7,충청북도 보은군,1048974,22819,90461,41
7,충청북도 옥천군,1926929,24104,150330,14
7,충청북도 영동군,1523928,16607,92432,14
7,충청북도 증평군,1328398,23543,89445,8
7,충청북도 진천군,2498671,67190,248086,41
7,충청북도 괴산군,1544180,36455,172324,72
7,충청북도 음성군,3566131,70199,315150,29
7,충청북도 단양군,1329521,94131,132972,185
8,충청북도 청주시 상당구,5467265,123066,563602,78
8,충청북도 청주시 서원구,4757895,80846,541441,16
8,충청북도 청주시 흥덕구,7091819,241201,882802,85
8,충청북도 청주시 청원구,4569789,157247,544452,48
8,충청북도 충주시,7110264,226815,407379,134
8,충청북도 제천시,3666769,179544,365421,135
8,충청북도 보은군,1114398,31161,115010,41
8,충청북도 옥천군,1934366,28050,162916,14
8,충청북도 영동군,1623575,25578,119894,14
8,충청북도 증평군,1340191,28442,97034,8
8,충청북도 진천군,2593673,74663,250271,42
8,충청북도 괴산군,1752719,56424,230549,73
8,충청북도 음성군,3617843,78733,322475,29
8,충청북도 단양군,1526017,139094,202539,187
9,충청북도 청주시 상당구,5461512,133867,617803,76
9,충청북도 청주시 서원구,4834252,79666,638402,16
9,충청북도 청주시 흥덕구,6739803,239673,964546,88
9,충청북도 청주시 청원구,4743730,160638,634067,49
9,충청북도 충주시,7090913,219880,463785,135
9,충청북도 제천시,3402826,147204,377906,133
9,충청북도 보은군,1288576,31344,134271,42
9,충청북도 옥천군,1979776,32719,193369,14
9,충청북도 영동군,1574794,24156,133562,14
9,충청북도 증평군,1289631,30208,105692,8
9,충청북도 진천군,2496523,81036,280637,42
9,충청북도 괴산군,1702989,39671,212377,75
9,충청북도 음성군,3444089,93182,386980,28
9,충청북도 단양군,1485062,107003,178853,187
10,충청북도 청주시 상당구,5800582,165888,577833,76
10,충청북도 청주시 서원구,4956209,78481,569602,16
10,충청북도 청주시 흥덕구,7079487,243429,898228,87
10,충청북도 청주시 청원구,5240403,171696,591642,49
10,충청북도 충주시,7449282,246756,378692,135
10,충청북도 제천시,3636434,195889,322444,133
10,충청북도 보은군,1641623,67711,145551,42
10,충청북도 옥천군,2043930,39721,164080,16
10,충청북도 영동군,1619658,25175,103251,14
10,충청북도 증평군,1429931,34842,104877,8
10,충청북도 진천군,2652004,87162,266991,41
10,충청북도 괴산군,1707346,59410,183923,77
10,충청북도 음성군,3563238,91993,340596,28
10,충청북도 단양군,1729311,169468,188225,187
11,충청북도 청주시 상당구,5328500,115346,677336,76
11,충청북도 청주시 서원구,4763351,72871,714361,16
11,충청북도 청주시 흥덕구,6925712,239043,1148172,86
11,충청북도 청주시 청원구,5011068,144146,715830,52
11,충청북도 충주시,7003519,192616,435762,138
11,충청북도 제천시,3296031,133402,342698,135
11,충청북도 보은군,1252302,32241,128756,42
11,충청북도 옥천군,1856751,28055,190210,15
11,충청북도 영동군,1455520,17436,112116,13
11,충청북도 증평군,1304396,24101,117013,8
11,충청북도 진천군,2462538,68401,325991,41
11,충청북도 괴산군,1474740,31698,187958,79
11,충청북도 음성군,3303685,76674,419966,27
11,충청북도 단양군,1311346,96021,168497,185
12,충청북도 청주시 상당구,5401308,106244,534387,79
12,충청북도 청주시 서원구,4592896,91744,555078,14
12,충청북도 청주시 흥덕구,7067018,248942,891239,86
12,충청북도 청주시 청원구,5015750,156007,553707,52
12,충청북도 충주시,7237488,142321,297508,139
12,충청북도 제천시,3092440,98343,227975,137
12,충청북도 보은군,996234,14639,71629,42
12,충청북도 옥천군,1745814,17561,125762,16
12,충청북도 영동군,1362806,12144,73718,13
12,충청북도 증평군,1320041,21978,86526,8
12,충청북도 진천군,2372011,49111,231725,41
12,충청북도 괴산군,1211365,16084,112552,79
12,충청북도 음성군,3083478,50880,292745,27
12,충청북도 단양군,1042746,43431,87788,186
